Sample.ID,Site,Transect,Diameter.1,Diameter.2,Diameter.3,Note
1127,S5,T3,3.27,2.588,2.407,
1128,S5,T3,6.868,7.501,7.502,
1129,S5,T3,2.2,2.398,2.428,
1130,S5,T3,100,100,100,do not have the full colony on the pic
1131,S5,T3,100,100,100,do not have the full colony on the pic
1132,S5,T3,3.825,4.566,4.078,
1134,S5,T3,1.815,2.245,1.639,
1135,S5,T3,2.341,1.831,2.482,
1136,S5,T3,1.469,1.55,1.395,
1137,S5,T3,1.418,1.377,1.405,
1138,S5,T3,12.644,11.69,10.27,
1139,S5,T3,6.821,6.704,6.661,
1140,S5,T3,2.327,3.078,2.086,
1141,S5,T3,5.051,5.274,5.681,
1142,S5,T3,2.453,2.421,1.729,
1143,S5,T3,2.606,2.463,2.419,
1144,S5,T3,1.961,2.48,2.164,
1145,S5,T3,1.581,1.013,1.258,
1146,S5,T3,2.745,2.639,3.377,
1147,S5,T3,1.593,2.34,2.169,
1153,S5,T3,6.442,7.729,6.593,
1156,S5,T3,2.122,2.039,2.003,
1158,S5,T3,1.579,1.653,1.813,
1159,S5,T3,1.5,1.51,1.553,
1160,S5,T3,21.824,17.593,18.097,
2963,S6,T1,1.498,1.398,1.752,
2964,S6,T1,1.766,1.616,1.535,
2965,S6,T1,1.59,2.753,1.905,
2966,S6,T1,1.267,1.19,1.313,
2968,S6,T1,1.822,1.442,1.382,
2969,S6,T1,2.748,2.684,2.802,
2970,S6,T1,2.138,2.056,2.172,
2973,S6,T1,3.727,3.824,3.509,
2975,S6,T1,4.508,4.198,4.675,
2976,S6,T1,1.498,1.104,1.125,
2977,S6,T1,2.082,2.06,1.394,
3000,S6,T1,1.201,1.049,1.131,
3001,S6,T1,1.003,1.283,1.007,
3002,S6,T1,0.743,0.634,0.512,
3003,S6,T1,100,100,100,do not have the full colony on the pic
3004,S6,T1,13.037,12.877,12.048,
3005,S6,T1,1.571,1.437,1.355,
3006,S6,T1,0.955,0.999,1.122,
3007,S6,T1,1.127,1.166,0.879,
3008,S6,T1,2.341,2.701,2.189,
3009,S6,T1,3.744,3.294,3.42,
3010,S6,T1,4.515,5.885,5.009,
3011,S6,T1,2.388,2.86,2.556,
3012,S6,T1,10.305,4.319,9.04,
3013,S6,T1,2.642,2.626,2.527,
3014,S6,T1,100,100,100,do not have the full colony on the pic
3015,S6,T1,100,100,100,do not have the full colony on the pic
3017,S6,T1,2.785,2.942,3.081,
3018,S6,T1,3.041,2.67,2.907,
3019,S6,T1,9.722,9.042,8.971,
3020,S6,T1,0.53,0.549,0.426,
3021,S6,T1,2.131,2.41,2.205,
3022,S6,T1,1.608,1.565,1.029,
3023,S6,T1,0.844,0.816,0.791,
3024,S6,T1,2.107,3.016,2.636,
3025,S6,T1,0.968,1.032,0.944,
3026,S6,T1,5.015,4.42,4.302,
3027,S6,T1,1.926,1.99,2.132,
3028,S6,T1,100,100,100,do not have the full colony on the pic
3029,S6,T1,0.736,0.654,0.578,
3030,S6,T1,15.173,14.095,15.503,
3031,S6,T1,100,100,100,do not have the full colony on the pic
3032,S6,T1,2.436,2.303,2.506,
3033,S6,T1,0.593,1.035,0.71,
3034,S6,T1,1.623,1.88,1.871,
3035,S6,T1,2.02,1.497,1.83,
3036,S6,T1,1.644,1.476,1.493,
3037,S6,T1,1.423,1.462,1.481,
3038,S6,T1,5.569,5.81,5.753,
3039,S6,T1,2.645,2.722,2.476,
3040,S6,T1,0.775,0.95,0.834,
3041,S6,T1,1.072,1.366,0.794,
3042,S6,T1,1.415,1.328,1.116,
3043,S6,T1,1.249,1.497,1.233,
3044,S6,T1,2.335,2.36,1.894,
3045,S6,T1,0.959,0.888,0.891,
3046,S6,T1,1.253,1.143,1.202,
3047,S6,T1,1.185,1.634,1.526,
3048,S6,T1,2.302,2.765,2.782,
3049,S6,T1,0.805,0.949,0.83,
3050,S6,T1,0.899,0.84,0.742,
3051,S6,T1,1.853,1.639,1.635,
3052,S6,T1,1.756,1.634,1.542,
3053,S6,T1,0.344,0.359,0.298,
3054,S6,T1,3.161,3.205,2.953,
3055,S6,T1,1.562,1.204,1.254,
3056,S6,T1,5.342,4.677,4.241,
3057,S6,T1,1.147,1.449,1.172,
3058,S6,T1,0.545,0.699,0.641,
3059,S6,T1,1.21,1.008,1.111,
3060,S6,T1,1.387,1.219,1.248,
3061,S6,T1,0.807,0.738,0.734,
3062,S6,T1,1.251,1.347,1.699,
3063,S6,T1,1.646,1.606,1.533,
3064,S6,T1,1.36,1.38,1.409,
3065,S6,T1,1.848,2.084,1.747,
3066,S6,T1,1.842,1.508,1.816,
3067,S6,T1,2.132,2.241,2.103,
3068,S6,T1,4.275,3.576,3.222,
3069,S6,T1,2.908,3.217,2.729,
3070,S6,T1,1.948,2.077,1.882,
3071,S6,T1,0.832,1.096,0.805,
3072,S6,T1,2.762,2.377,2.471,
3073,S6,T1,0.753,0.811,0.655,
3074,S6,T1,1.981,1.862,1.526,
3075,S6,T1,1.329,1.274,1.08,
3140,S6,T1,1.443,1.28,1.476,
3129,S6,T2,2.414,4.248,3.127,
3122,S6,T2,0.62,0.838,0.71,
3076,S6,T2,1.994,2.253,2.308,
3111,S6,T2,1.705,1.991,2.152,
3077,S6,T2,0.773,0.809,0.802,
3078,S6,T2,0.686,0.696,0.518,
3079,S6,T2,8.527,9.288,8.584,
3080,S6,T2,1.014,1.012,1.032,
3081,S6,T2,1.352,1.105,1.391,
3082,S6,T2,0.451,0.596,0.509,
3083,S6,T2,1.565,1.26,1.23,
3084,S6,T2,0.521,0.319,0.37,
3085,S6,T2,5.53,4.813,4.14,
3086,S6,T2,1.517,1.402,1.324,
3087,S6,T2,2.408,2.631,2.491,
3088,S6,T2,0.486,0.547,0.527,
3089,S6,T2,21.855,19.388,21.56,
3090,S6,T2,2.165,1.881,1.909,
3091,S6,T2,1.481,1.55,1.568,
3092,S6,T2,7.279,2.276,6.436,
3094,S6,T2,1.777,1.796,1.692,
3095,S6,T2,2.022,2.219,1.868,
3096,S6,T2,1.383,1.117,1.319,
3097,S6,T2,3.155,2.937,3.017,
3098,S6,T2,1.94,1.986,1.917,
3099,S6,T2,0.741,1.053,0.743,
3100,S6,T2,1.425,1.772,1.959,
3101,S6,T2,0.916,1.258,0.956,
3102,S6,T2,1.992,1.875,1.367,
3103,S6,T2,2.032,2.115,2.024,
3104,S6,T2,0.819,0.577,0.805,
3105,S6,T2,2.304,2.565,2.355,
3106,S6,T2,100,100,100,do not have the full colony on the pic
3107,S6,T2,0.838,1.033,0.836,
3108,S6,T2,1.098,0.972,0.919,
3109,S6,T2,1.787,2.067,1.727,
3110,S6,T2,1.642,1.304,1.481,
2481,S9,T2,2.123,1.934,1.666,
3112,S6,T2,2.52,2.414,2.133,
3113,S6,T2,2.538,1.837,2.303,
3114,S6,T2,1.998,2.275,1.832,
3115,S6,T2,1.459,1.28,1.296,
3116,S6,T2,0.328,0.443,0.343,
3117,S6,T2,0.976,0.868,0.817,
3118,S6,T2,1.459,1.25,1.133,
3119,S6,T2,0.655,0.823,0.535,
3120,S6,T2,0.734,0.676,0.732,
3121,S6,T2,0.821,0.708,0.701,
2609,S9,T2,0.668,0.802,0.818,
3123,S6,T2,1.685,1.547,1.609,
3124,S6,T2,1.784,1.557,1.215,
3125,S6,T2,2.174,2.142,1.863,
3126,S6,T2,1.094,0.953,1.068,
3127,S6,T2,3.132,3.037,3.206,
3128,S6,T2,0.426,0.358,0.367,
3130,S6,T2,0.836,1.021,1.076,
3131,S6,T2,1.672,1.708,1.07,
3132,S6,T2,2.15,1.729,1.564,
3133,S6,T2,1.18,1.251,0.993,
3134,S6,T2,0.76,0.896,0.829,
3135,S6,T2,1.191,1.174,1.163,
3136,S6,T2,1.037,0.729,0.991,
3137,S6,T2,1.244,1.197,1.232,
3138,S6,T2,0.891,1.011,1.028,
3141,S6,T2,1.999,1.819,1.891,
3142,S6,T2,1.414,1.425,1.286,
3143,S6,T2,0.427,0.424,0.339,
3144,S6,T2,0.978,0.877,1.003,
3145,S6,T2,1.678,1.95,1.352,
3146,S6,T2,1.033,0.891,1.024,
3147,S6,T2,7.503,5.784,7.356,
3148,S6,T2,1.193,1.042,0.983,
3149,S6,T2,0.596,0.825,0.744,
3167,S6,T2,3.163,2.127,1.972,
3171,S6,T2,2.207,2.484,2.237,
3150,S6,T3,15.91,17.182,15.66,
3151,S6,T3,2.376,2.243,2.055,
3152,S6,T3,3.011,3.055,2.685,
3153,S6,T3,1.615,1.84,1.813,
3155,S6,T3,1.11,1.133,0.988,
3156,S6,T3,100,100,100,do not have the full colony on the pic
3157,S6,T3,7.986,7.43,7.313,
3158,S6,T3,6.443,7.061,6.26,
3159,S6,T3,1.713,1.912,0.918,
3160,S6,T3,0.611,0.659,0.496,
3161,S6,T3,1.102,1.109,1.049,
3162,S6,T3,1.461,1.465,1.452,
3163,S6,T3,1.297,1.107,1.115,
3164,S6,T3,0.472,0.635,0.605,
3165,S6,T3,2.2,1.843,1.761,
3166,S6,T3,4.788,4.485,5.22,
3168,S6,T3,0.933,0.979,0.626,
3169,S6,T3,10.039,10.772,10.92,
3170,S6,T3,1.3,1.185,1.247,
3172,S6,T3,0.27,0.453,0.467,
3173,S6,T3,100,100,100,do not have the full colony on the pic
3174,S6,T3,1.421,1.54,1.47,
3175,S6,T3,1.494,1.573,1.175,
3176,S6,T3,4.392,4.558,4.639,
3177,S6,T3,1.268,1.608,1.267,
3178,S6,T3,1.725,1.489,1.287,
3179,S6,T3,1.153,1.471,1.529,
3180,S6,T3,100,100,100,do not have the full colony on the pic
3181,S6,T3,0.697,0.778,0.894,
3182,S6,T3,100,100,100,do not have the full colony on the pic
3183,S6,T3,1.038,1.002,0.982,
3184,S6,T3,2.297,1.52,1.743,
3185,S6,T3,1.233,1.259,1.158,
3186,S6,T3,1.517,1.576,1.587,
3187,S6,T3,3.936,3.427,3.911,
3188,S6,T3,1.405,1.64,1.245,
3189,S6,T3,0.679,0.863,0.789,
3190,S6,T3,27.917,17.617,24.087,
3191,S6,T3,2.281,2.157,1.799,
3192,S6,T3,0.882,1.094,0.776,
3193,S6,T3,4.804,5.041,5.266,
3194,S6,T3,4.827,5.541,4.687,
3195,S6,T3,4.422,3.577,4.453,
3196,S6,T3,4.289,4.335,4.137,
3197,S6,T3,100,100,100,do not have the full colony on the pic
3198,S6,T3,0.684,0.795,0.775,
3199,S6,T3,1.883,1.731,1.836,
3200,S6,T3,0.771,0.8,0.775,
3201,S6,T3,2.115,1.922,1.895,
3202,S6,T3,5.768,9.827,8.579,
3203,S6,T3,0.512,0.5,0.333,
3204,S6,T3,0.858,0.839,0.658,
3205,S6,T3,1.024,1.111,1.156,
3206,S6,T3,1.135,1.341,1.242,
3207,S6,T3,1.285,1.124,1.12,
3208,S6,T3,0.509,0.488,0.506,
3209,S6,T3,1.575,1.808,1.522,
3210,S6,T3,6.204,4.378,5.751,
3211,S6,T3,15.999,15.025,15.525,
3212,S6,T3,2.199,1.88,1.23,
3213,S6,T3,1.845,1.805,1.441,
3214,S6,T3,1.287,1.039,1.16,
3215,S6,T3,6.507,5.154,6.627,
3216,S6,T3,0.633,0.606,0.645,
3217,S6,T3,2.426,2.466,2.179,
3218,S6,T3,20.269,20.089,23.195,
3219,S6,T3,17.317,12.147,14.633,
3220,S6,T3,1.179,0.991,1.412,
3221,S6,T3,1.169,0.9,0.583,
3222,S6,T3,100,100,100,do not have the full colony on the pic
3223,S6,T3,0.737,0.485,0.646,
3224,S6,T3,6.356,5.452,5.792,
3228,S6,T3,1.308,1.327,1.233,
3230,S6,T3,1.609,1.64,1.642,
2822,S9,T1,8.334,6.692,7.589,
2823,S9,T1,3.089,3.298,3.13,
2824,S9,T1,3.316,3.936,3.459,
2825,S9,T1,0.335,0.465,0.47,
2826,S9,T1,8.777,8.069,7.789,
2827,S9,T1,11.597,11.715,12.125,
2828,S9,T1,8.11,8.118,6.093,
2829,S9,T1,0.807,0.602,0.716,
2830,S9,T1,1.318,1.064,1.005,
2836,S9,T1,4.745,4.6,3.91,
2837,S9,T1,0.711,0.743,0.822,
2838,S9,T1,1.626,1.715,1.531,
2839,S9,T1,0.72,0.964,0.902,
2840,S9,T1,1.4,1.765,1.439,
2841,S9,T1,16.84,13.732,16.255,
2842,S9,T1,1.327,1.507,1.51,
2843,S9,T1,2.896,2.681,2.618,
2844,S9,T1,1.22,1.031,1.161,
2845,S9,T1,1.865,1.904,1.515,
2846,S9,T1,2.917,3.172,2.719,
2847,S9,T1,2.038,2.048,2.15,
2848,S9,T1,2.944,2.99,2.901,
2849,S9,T1,0.713,0.896,0.676,
2850,S9,T1,8.649,8.57,8.56,
2851,S9,T1,0.51,0.579,0.46,
2852,S9,T1,1.83,1.669,1.755,
2853,S9,T1,1.081,1.052,1.073,
2854,S9,T1,6.753,6.882,6.669,
2856,S9,T1,1.832,1.873,2.201,
2857,S9,T1,1.21,1.445,1.312,
2858,S9,T1,1.656,1.328,1.165,
2859,S9,T1,3.237,3.411,2.929,
2860,S9,T1,1.52,1.441,1.472,
2861,S9,T1,2.14,2.203,1.802,
2862,S9,T1,2.14,2.203,1.802,
2863,S9,T1,2.31,1.871,2.104,
2864,S9,T1,1.134,0.844,1.082,
2865,S9,T1,2.451,2.422,2.056,
2866,S9,T1,2.242,2.188,1.894,
2867,S9,T1,1.146,1.159,0.903,
2868,S9,T1,1.14,0.944,1.013,
2869,S9,T1,1.916,1.52,1.387,
2870,S9,T1,0.984,1.07,0.879,
2871,S9,T1,7.359,6.61,7.142,
2872,S9,T1,4.42,5.129,4.735,
2873,S9,T1,2.452,2.44,1.835,
2874,S9,T1,0.937,1.034,0.879,
2875,S9,T1,7.175,6.703,6.075,
2876,S9,T1,9.911,9.29,7.461,
2877,S9,T1,2.356,2.128,1.872,
2878,S9,T1,5.401,5.421,4.68,
2879,S9,T1,1.583,1.622,1.645,
2880,S9,T1,1.631,1.289,1.468,
2881,S9,T1,1.376,1.637,1.763,
2882,S9,T1,3.401,3.056,3.214,
2883,S9,T1,1.823,1.813,1.871,
2884,S9,T1,3.898,4.038,4.795,
2885,S9,T1,1.138,1.151,1.038,
2886,S9,T1,6.72,6.523,6.839,
2887,S9,T1,1.156,1.353,1.073,
2888,S9,T1,2.844,3.148,2.741,
2889,S9,T1,2.7,1.847,1.893,
2890,S9,T1,1.21,1.354,1.307,
2891,S9,T1,2.376,2.047,2.086,
2892,S9,T1,2.041,1.55,1.098,
2893,S9,T1,6.016,6.28,4.613,
2894,S9,T1,0.94,2.05,1.86,
2895,S9,T1,1.724,1.411,1.774,
2896,S9,T1,1.057,1.164,1.031,
2897,S9,T1,11.521,10.025,9.707,
2898,S9,T1,1.743,1.765,1.785,
2899,S9,T1,1.236,1.25,1.163,
2900,S9,T1,1.05,1.127,1.118,
2901,S9,T1,4.82,4.343,4.088,
2902,S9,T1,3.586,3.378,3.488,
2903,S9,T1,0.58,0.871,0.736,
2904,S9,T1,1.14,0.92,0.896,
2905,S9,T1,11.6,9.647,8.979,
2906,S9,T1,2.305,2.42,2.629,
2907,S9,T1,4.899,4.757,4.193,
2908,S9,T1,21.118,18.856,19.233,
2909,S9,T1,1.091,1.194,1.218,
2910,S9,T1,3.04,3.092,2.907,
2936,S9,T1,4.913,5.366,4.575,
2456,S9,T2,0.869,1.07,0.774,
2457,S9,T2,5.76,5.02,4.918,
2458,S9,T2,0.567,0.79,0.625,
2461,S9,T2,0.619,0.994,0.578,
2462,S9,T2,2.537,2.44,2.228,
2463,S9,T2,2.001,1.702,1.644,
2464,S9,T2,1.114,1.457,1.391,
2465,S9,T2,0.733,0.854,0.549,
2466,S9,T2,1.445,2.407,2.074,
2467,S9,T2,1.256,1.213,1.297,
2468,S9,T2,5.688,5.678,4.406,
2469,S9,T2,1.476,1.129,1.2,
2470,S9,T2,0.621,0.82,0.723,
2471,S9,T2,0.837,1.049,1.078,
2472,S9,T2,0.994,0.931,0.974,
2473,S9,T2,1.847,1.788,1.879,
2474,S9,T2,2.696,3.087,2.773,
2476,S9,T2,0.958,1.163,0.964,
2477,S9,T2,0.611,0.536,0.508,
2478,S9,T2,0.991,1.258,1.269,
2479,S9,T2,1.311,1.142,1.314,
2480,S9,T2,3.388,3.048,3.049,
2482,S9,T2,0.878,0.851,0.757,
2483,S9,T2,1.606,1.696,1.483,
2484,S9,T2,0.792,0.755,0.699,
2485,S9,T2,0.506,0.523,0.498,
2486,S9,T2,1.147,1.103,1.174,
2487,S9,T2,1.461,1.594,1.433,
2488,S9,T2,1.478,1.508,1.234,
2489,S9,T2,2.04,2.546,2.613,
2490,S9,T2,1.663,1.608,1.437,
2491,S9,T2,1.302,1.202,1.053,
2492,S9,T2,1.314,1.398,0.935,
2493,S9,T2,1.35,1.448,1.239,
2494,S9,T2,2.814,2.239,2.541,
2495,S9,T2,2.919,4.226,3.534,
2496,S9,T2,1.662,2,1.52,
2497,S9,T2,1.318,1.427,1.454,
2498,S9,T2,3.016,2.91,2.639,
2499,S9,T2,0.853,0.851,0.866,
2500,S9,T2,4.693,4.352,4.567,
2501,S9,T2,3.007,3.007,1.798,
2502,S9,T2,0.698,0.717,0.775,
2506,S9,T2,1.316,0.973,1.684,
2602,S9,T2,2.742,2.507,1.745,
2603,S9,T2,2.687,2.641,2.46,
2604,S9,T2,2.387,2.227,2.414,
2605,S9,T2,5.459,5.406,4.765,
2606,S9,T2,4.386,4.331,3.766,
2607,S9,T2,1.386,1.684,1.163,
2608,S9,T2,1.598,1.597,1.75,
2610,S9,T2,1.512,1.262,1.527,
2611,S9,T2,0.751,0.686,0.81,
2612,S9,T2,0.748,0.759,0.583,
2613,S9,T2,2.377,1.609,2.265,
2614,S9,T2,1.175,1.244,1.029,
2615,S9,T2,3.69,4.076,3.1,
2616,S9,T2,3.734,3.32,3.454,
2617,S9,T2,0.798,0.722,1.048,
2618,S9,T2,0.527,0.754,0.64,
2831,S9,T2,2.409,2.021,1.978,
2832,S9,T2,10.628,11.729,11.67,
2833,S9,T2,1.634,1.557,1.626,
2834,S9,T2,1.698,1.974,2.007,
2855,S9,T2,0.566,0.951,0.723,
2956,S9,T2,3.313,2.947,3.081,
2957,S9,T2,2.947,3.433,3.25,
2958,S9,T2,1.359,1.931,1.5,
2959,S9,T2,1.74,2.291,1.235,
2960,S9,T2,2.335,1.946,1.609,
2961,S9,T2,3.07,2.136,2.693,
2962,S9,T2,1.69,1.156,1.61,
2967,S9,T2,2.704,2.824,1.931,
2972,S9,T2,34.236,31.186,32.011,
2991,S9,T2,2.103,2.628,2.097,
2992,S9,T2,3.232,3.043,2.833,
2993,S9,T2,1.973,2.642,2.748,
2994,S9,T2,1.028,1.453,1.138,
2995,S9,T2,2.592,2.211,2.325,
2996,S9,T2,1.627,1.869,1.801,
2997,S9,T2,1.272,1.319,1.443,
2998,S9,T2,1.448,0.968,1.073,
2999,S9,T2,5.853,5.4,5.133,
2971,S9,T3,8.082,8.565,7.54,
2974,S9,T3,2.368,2.75,2.593,
2978,S9,T3,1.018,1.504,0.906,
2980,S9,T3,4.415,3.321,5.334,
2981,S9,T3,2.094,2.576,2.191,
2982,S9,T3,1.464,1.365,0.756,
2983,S9,T3,6.919,7.764,8.412,
2984,S9,T3,0.725,0.849,0.647,
2985,S9,T3,1.24,1.336,1.239,
2986,S9,T3,3.984,3.833,3.863,
2987,S9,T3,1.496,1.715,1.228,
2988,S9,T3,1.858,2.398,1.404,
3016,S9,T3,1.059,0.811,1.066,
3236,S9,T3,1.929,2.153,2.163,
3237,S9,T3,1.533,1.633,1.686,
3241,S9,T3,1.636,1.629,1.254,
3242,S9,T3,1.782,1.552,1.566,
3243,S9,T3,1.55,1.62,1.798,
3244,S9,T3,0.675,0.925,0.865,
3245,S9,T3,0.959,1.061,1.083,
3246,S9,T3,1.811,1.513,1.883,
3247,S9,T3,1.566,0.897,1.296,
3248,S9,T3,0.589,0.602,0.6,
3249,S9,T3,4.244,3.55,3.926,
3250,S9,T3,2.507,2.944,1.999,
3251,S9,T3,1.418,1.676,1.651,
3252,S9,T3,1.121,1.605,1.52,
3293,S9,T3,1.722,1.658,1.422,
3294,S9,T3,1.402,1.472,1.26,
3295,S9,T3,1.688,1.531,1.406,
3296,S9,T3,0.984,1.268,1.279,
3297,S9,T3,1.615,1.065,1.371,
3298,S9,T3,1.447,1.289,1.678,
3299,S9,T3,1.458,1.913,2.223,
3300,S9,T3,1.628,1.61,1.031,
3301,S9,T3,0.98,1.08,0.958,
3302,S9,T3,1.551,1.373,1.558,
3303,S9,T3,0.95,0.829,0.898,
3304,S9,T3,0.728,0.725,0.744,
3305,S9,T3,1.908,1.791,1.294,
3306,S9,T3,1.316,1.27,1.391,
3307,S9,T3,4.631,4.797,4.37,
3308,S9,T3,0.931,0.973,0.989,
3309,S9,T3,1.942,3.039,2.616,
3310,S9,T3,0.806,0.993,0.949,
3311,S9,T3,0.738,0.875,0.838,
3312,S9,T3,1.843,1.74,1.693,
3313,S9,T3,0.655,0.607,0.619,
3314,S9,T3,1.52,1.884,2.202,
3315,S9,T3,0.965,1.136,1.153,
3316,S9,T3,2.231,2.44,2.222,
3317,S9,T3,1.713,1.799,1.65,
3318,S9,T3,2.454,2.45,2.547,
3319,S9,T3,1.24,1.156,1.279,
3320,S9,T3,1.259,1.032,1.185,
3321,S9,T3,1.384,1.2,1.314,
3322,S9,T3,0.942,1.259,1.328,
3323,S9,T3,0.946,0.855,0.988,
3324,S9,T3,0.92,0.615,0.407,
3326,S9,T3,0.601,0.615,0.614,
3327,S9,T3,1.004,0.783,1.139,
3328,S9,T3,1.183,1.854,1.589,
3329,S9,T3,1.51,1.62,1.591,
3330,S9,T3,0.799,0.586,0.649,
3331,S9,T3,0.73,0.671,0.68,
3333,S9,T3,3.154,2.648,2.155,
3336,S9,T3,1.769,2.042,1.685,
3337,S9,T3,0.97,1.005,0.98,
3338,S9,T3,3.346,2.955,3.183,
3339,S9,T3,3.714,3.124,2.309,
3340,S9,T3,4.859,3.979,3.436,
3341,S9,T3,2.408,2.475,1.769,
3342,S9,T3,2.344,2.673,2.359,
3343,S9,T3,0.978,0.929,0.974,
3344,S9,T3,0.775,0.981,0.597,
3345,S9,T3,1.418,1.144,1.155,
3346,S9,T3,1.52,1.283,1.51,
3347,S9,T3,5.067,4.651,4.321,
3348,S9,T3,2.092,1.907,1.717,
3349,S9,T3,2.697,2.399,2.729,
3350,S9,T3,0.698,0.608,0.66,
2979,S9,T3,2.781,3.164,1.689,
