fragment_ID,DW.clean.g,DW.wax.g,BW.wax.g,Temperature.C,Page.Num,Notes
464,12.018,12.749,5.312,19.99,page127,
469,0.419,0.465,0.191,20.01,page127,
835,1.166,1.253,0.65,19.98,page128,
1539,4.415,4.643,2.465,20,page128,
916,3.302,3.521,1.692,20.01,page128,
1475,4.569,4.837,2.319,20.01,page128,
447,7.512,7.819,4.066,20.02,page128,
427,11.724,12.37,5.495,20.02,page128,
615,4.008,4.271,2.437,20.03,page128,
439,13.771,14.362,7.588,20.03,page128,
942,4.099,4.346,2.127,20.04,page128,
549,4.254,4.475,2.315,20.04,page128,
414,8.728,9.208,3.76,20.05,page128,
1064,3.925,4.176,2.044,20.06,page128,
595,0.357,0.41,0.104,20.06,page128,
1146,2.112,2.233,1.015,20.07,page128,
1128,0.907,0.969,0.473,20.07,page128,
533,16.962,17.61,9.251,20.04,page128,
789,3.948,4.228,2.012,20.03,page128,
1341,1.646,1.763,0.657,20.03,page128,
629,5.825,6.294,2.131,20.02,page128,
438,7.198,7.577,3.148,20.01,page128,
1482,5.089,5.362,2.846,20,page128,
1188,5.679,6.009,3.104,20,page128,
781,2.337,2.492,1.204,19.98,page128,
1468,0.76,0.832,0.355,19.98,page128,
411,4.946,5.181,2.693,19.98,page128,
926,1.113,1.218,0.469,20,page128,
1375,1.93,2.052,0.774,20.01,page128,
884,0.944,1.037,0.365,20,page128,
460,4.954,5.3,2.693,20,page128,
513,26.204,27.541,13.979,20.01,page128,
471,4.325,4.509,2.459,20.03,page128,
1381,1.281,1.387,0.52,20.04,page128,
492,0.545,0.614,0.238,20.04,page128,
1480,0.335,0.381,0.174,20.05,page128,
1281,2.025,2.194,0.883,20.06,page128,
1530,1.761,1.891,0.998,20.03,page128,
1377,2.728,2.947,1.302,20.02,page129,
413,12.745,13.253,6.283,20.03,page129,
1268,1.074,1.184,0.581,20.04,page129,
510,6.753,7.102,3.329,19.98,page129,
